country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
BRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,29,30,30,29,28,27,27,27,28,28,29,28,29,30,31,31,,
BTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,384,365,348,332,310,291,275,264,255,247,239,231,223,214,203,193,183,,
BWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,271,278,278,264,239,221,209,203,189,179,176,170,164,160,156,151,144,,
CAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,1290,1280,1250,1230,1200,1170,1130,1090,1050,1000,981,963,1030,961,912,890,829,,
CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,10,10,10,11,11,11,12,12,11,11,11,11,11,11,10,10,,
CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,17,16,15,14,13,12,12,11,11,10,9,9,9,9,9,8,,
CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,,
CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,32,28,27,27,25,25,23,21,21,20,18,17,16,15,14,13,13,,
CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,55,51,48,46,44,42,40,40,37,36,34,33,32,31,30,29,29,,
CIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,706,713,711,709,704,699,698,694,700,701,703,702,691,676,658,636,617,,
CMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,844,803,771,732,692,658,635,618,606,597,589,580,567,564,554,538,529,,
COD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,740,734,699,661,627,598,578,565,555,542,532,524,514,500,490,481,473,,
COG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,752,769,757,724,677,623,580,552,526,506,488,468,449,433,416,397,378,,
COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,93,92,88,85,83,82,83,84,87,85,84,85,85,85,85,84,83,,
COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,437,429,423,414,404,393,382,370,356,341,326,313,302,293,285,279,273,,
CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,109,101,96,91,86,82,78,75,72,70,67,65,63,62,61,59,58,,
CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,37,38,37,36,33,35,29,29,29,32,30,29,29,29,28,28,27,,
CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,109,109,107,105,103,101,98,97,96,93,93,93,91,89,89,89,88,,
CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,44,41,41,40,41,38,38,40,40,41,38,39,40,39,38,37,36,,
CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,9,10,9,9,12,9,8,9,8,8,8,7,6,8,7,6,6,,
CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,3,,
DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,7,,
DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,490,470,449,426,393,361,335,320,299,283,272,262,256,256,247,246,248,,
DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,7,7,6,6,6,6,6,5,5,5,4,4,4,4,4,,
DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,75,75,76,81,83,86,90,92,95,96,95,94,94,94,94,94,95,,
DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,155,148,145,134,127,122,119,117,117,115,116,116,115,114,114,113,112,,
EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,118,115,112,110,106,103,100,98,94,91,88,85,82,79,77,75,73,,
EAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,315,304,292,280,264,250,236,224,213,202,191,182,174,166,159,152,147,,
EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,111,108,105,104,100,97,94,93,89,86,83,80,78,75,73,71,69,,
ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,44,42,40,38,36,33,31,29,27,26,24,23,22,21,20,20,19,,
ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,26,25,24,23,22,21,20,19,18,17,16,15,15,14,14,13,13,,
ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,117,110,100,94,94,90,85,82,80,78,76,71,67,65,63,61,59,,
EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,63,60,57,54,52,50,47,45,45,45,42,42,40,39,39,38,37,,
EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,,
ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,1180,1130,1060,938,804,705,635,605,583,567,558,549,540,530,518,498,480,,
ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,,
EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,25,20,18,18,16,17,14,14,11,13,12,10,11,10,11,9,,
ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030,988,985,972,929,865,795,731,681,638,597,558,527,498,472,446,422,401,,
EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,9,9,9,9,8,8,8,8,7,7,7,6,6,6,6,6,,
FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,689,674,656,634,610,596,577,559,542,527,513,501,491,483,467,458,448,,
FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,,
FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,49,48,48,47,46,44,43,42,40,39,38,38,37,36,35,34,34,,
FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,,
FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,150,163,141,137,133,128,123,118,114,110,106,103,99,96,95,90,88,,
GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,370,361,356,354,348,340,336,332,324,314,304,292,277,267,261,256,252,,
GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,11,11,11,11,11,11,11,10,10,9,8,8,8,8,7,7,,
GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,33,42,37,38,39,33,36,39,43,32,32,30,30,29,27,26,25,,
GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,445,415,398,384,371,359,349,342,339,339,339,336,331,325,320,314,308,,
GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020,1070,1090,1080,1020,920,831,772,754,750,747,748,744,731,767,699,621,576,,
GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932,905,876,843,802,756,716,690,675,668,661,656,650,644,637,625,611,597,,
GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210,1180,1150,1110,1050,979,912,860,827,800,779,762,744,726,711,694,679,667,,
GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,421,392,370,357,344,331,322,314,310,308,308,305,300,295,296,301,301,,
GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,36,34,34,38,33,31,31,30,30,29,28,28,27,26,25,25,25,,
GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,147,145,137,137,142,137,132,125,131,129,122,118,113,107,103,98,95,,
GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,216,227,226,220,223,221,208,192,185,179,180,185,175,174,172,170,169,,
HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,,
HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,83,80,78,77,77,77,77,76,75,74,72,70,69,68,67,65,65,,
HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,807,786,761,733,698,669,642,619,599,579,560,543,526,512,493,477,462,,
HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,10,10,10,10,9,9,9,9,9,9,8,9,8,8,7,8,,
HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,437,441,446,513,459,467,473,484,484,506,496,500,496,492,488,489,480,,
HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,15,16,15,15,15,14,15,14,13,13,13,12,12,12,12,12,12,,
IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,192,184,177,170,161,154,145,138,130,122,114,108,103,99,95,92,89,,
IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,368,360,351,340,325,313,301,291,282,272,264,257,250,245,239,234,230,,
IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719,703,689,672,649,621,595,573,556,542,527,513,500,488,479,466,454,444,,
IDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712,708,702,691,670,645,618,598,587,576,565,555,546,537,531,522,515,510,,
IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,269,265,261,264,252,249,243,239,234,228,221,214,207,199,192,184,177,,
IDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,700,683,663,638,608,583,560,541,524,506,490,477,463,452,436,422,410,,
IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,354,336,319,303,286,270,255,240,225,210,197,185,175,166,158,150,145,,
INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,6,6,7,6,6,7,7,6,7,6,6,6,6,6,5,,
IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,44,41,39,36,34,32,30,28,25,22,19,18,17,17,17,16,16,,
IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,76,74,136,122,127,158,138,90,75,70,67,66,75,92,83,78,79,,
ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,5,5,5,5,5,5,5,4,4,5,4,4,4,,
ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,,
ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,,
JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,79,78,79,80,80,79,79,79,79,79,79,79,79,78,78,80,80,,
JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,68,65,63,62,62,58,56,55,54,53,52,52,51,49,48,47,46,,
JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,8,7,7,7,7,6,6,6,6,6,5,5,5,5,5,5,,
KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,57,52,49,46,43,40,36,30,24,22,19,17,14,13,12,10,10,,
KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,702,692,678,653,618,583,545,513,472,432,398,373,364,358,353,346,342,,
KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,76,83,82,79,82,85,84,81,80,79,79,74,70,69,66,63,60,,
KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,456,430,404,378,351,326,303,284,265,248,232,215,202,189,178,168,160,,
KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,131,127,124,121,119,117,115,115,113,112,110,107,104,100,97,94,92,,
KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,15,16,15,15,14,15,15,16,15,14,13,13,12,12,11,11,,
KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,12,12,,
LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,96,96,95,95,93,92,90,89,90,87,84,82,81,80,79,78,76,,
LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,517,491,465,437,410,385,360,336,314,292,272,254,238,223,209,196,185,,
LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,27,26,25,24,24,24,23,23,23,23,25,25,27,28,29,29,29,,
LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894,913,1010,878,837,816,782,754,738,724,708,694,683,674,688,691,661,661,,
LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,68,66,64,61,57,55,53,52,53,53,56,55,58,63,70,73,72,,
LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86,90,92,89,83,82,87,93,100,109,116,116,108,104,115,117,117,,
LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,94,94,93,93,90,89,88,87,87,85,82,80,79,78,77,76,74,,
LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,738,719,695,668,635,607,581,560,540,520,501,486,471,458,442,427,415,,
LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833,806,787,760,731,696,666,638,615,594,573,554,538,522,510,491,476,462,,
LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,53,50,50,48,45,47,43,42,41,38,38,37,37,36,36,36,36,,
LMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,418,406,394,380,363,348,334,323,313,302,293,285,278,271,265,259,254,,
LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,369,361,352,340,326,313,302,292,282,273,265,257,251,246,240,234,230,,
LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,633,653,671,680,679,668,652,623,607,594,585,586,583,579,574,559,544,,
LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,59,57,54,52,50,48,46,45,43,41,39,38,37,36,36,35,34,,
LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,16,14,14,13,14,14,14,13,11,10,10,10,10,9,9,8,8,,
LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,9,8,8,9,9,8,6,7,8,8,7,6,6,5,5,5,,
LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,35,33,34,32,30,32,32,29,28,26,26,23,27,24,23,26,19,,
MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,174,162,152,142,131,121,113,106,99,92,86,81,78,76,74,72,70,,
MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,39,38,36,32,34,31,31,29,28,29,21,22,21,23,22,20,19,,
MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,552,547,543,539,526,513,503,491,474,453,432,413,394,378,363,348,335,,
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,111,105,97,89,75,71,71,72,71,67,62,60,58,56,54,54,53,,
MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,92,88,91,85,82,82,77,69,66,63,61,60,59,61,59,58,57,,
MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,56,55,54,54,51,49,49,51,46,43,41,39,38,36,34,33,,
MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,288,281,274,265,253,243,233,225,218,210,203,197,192,187,183,179,177,,
MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,12,10,11,10,10,10,8,8,8,8,8,8,8,8,8,7,,
MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,797,764,739,715,691,675,663,661,661,660,663,663,663,642,620,590,562,,
MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,9,10,9,8,8,8,8,7,8,7,7,7,6,7,6,6,,
MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,331,323,314,307,299,293,287,289,274,265,259,254,251,247,246,245,250,,
MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,101,96,100,94,91,91,85,76,72,69,67,65,65,66,64,63,62,,
MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,11,11,10,9,9,8,8,8,7,7,7,6,6,6,6,6,,
MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,138,124,114,106,98,91,85,80,73,66,59,54,51,49,47,46,45,,
MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798,745,700,657,615,577,539,505,471,439,412,389,371,356,339,318,301,289,,
MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,835,836,836,830,826,821,820,819,822,824,822,812,805,796,785,777,766,,
MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,54,54,57,54,53,55,56,53,59,66,54,63,60,70,73,67,61,,
MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,735,714,687,654,610,566,526,493,466,444,428,413,396,381,370,358,349,,
MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,36,34,33,32,31,30,30,29,29,30,30,30,30,30,30,29,29,,
NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,13,13,13,13,14,14,14,14,14,15,15,15,16,17,18,18,,
NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,352,356,359,358,346,328,306,284,276,266,256,240,231,223,217,207,195,,
