"","Time","Scenario","0_5","5_10","10_15","15_20","20_25","25_30","30_35","35_40","40_45","45_50","50_55","55_60","60_65","65_70","70-75","75+"
"657",57,"Suppression",28270,42117,48294,38599,25911,20218,19675,18323,14264,9541,7369,6439,5410,4187,3096,2340
"658",58,"Suppression",33616,49073,56129,44204,30330,23636,22683,21764,16455,11014,8640,7680,6160,4783,3606,2888
"659",59,"Suppression",38482,55244,62483,50074,34189,26704,25749,23968,18489,12308,9690,8432,6937,5474,3781,3243
"660",60,"Suppression",39008,55282,62428,49590,34243,26363,25745,23661,18713,12246,9523,8396,6867,5424,3815,3208
"661",61,"Suppression",36340,52187,58149,46896,32018,25116,23886,22381,17442,11833,9081,7716,6440,4833,3515,2905
"662",62,"Suppression",33406,47851,53562,42955,29605,23072,22155,20233,15831,10985,8246,7204,5906,4639,3192,2697
"663",63,"Suppression",30708,43556,48188,38783,27007,21104,19968,18520,14647,10075,7543,6557,5365,4059,2838,2447
"664",64,"Suppression",28207,39679,44020,35244,24521,19367,18204,16875,13106,9100,6909,6041,4816,3652,2663,2248
"665",65,"Suppression",26122,36498,39819,32247,22426,17633,16603,15295,12036,8130,6194,5465,4472,3418,2377,1942
"666",66,"Suppression",24005,33452,36514,29601,20714,16233,15430,14185,11187,7564,5809,5023,4044,2957,2016,1765
"667",67,"Suppression",22449,30618,33644,26861,19098,15068,13939,12932,10230,6981,5340,4555,3556,2715,1930,1640
"668",68,"Suppression",20365,28301,30488,24812,17724,13608,12978,11919,9279,6466,4884,4170,3330,2495,1752,1495
"669",69,"Suppression",18841,26365,27930,22726,16055,12921,11841,10814,8521,5865,4395,3825,3088,2245,1541,1418
"670",70,"Suppression",17401,23744,25419,21134,14945,11796,11084,9945,7821,5483,4080,3453,2748,1982,1451,1288
"671",71,"Suppression",16130,21757,23329,19070,13594,10840,10030,9078,7103,4998,3725,3148,2546,1866,1290,1151
"672",72,"Suppression",14995,20199,21354,17461,12410,9969,9195,8363,6552,4428,3463,2945,2199,1792,1186,1069
"673",73,"Suppression",13662,18521,19273,15794,11507,9052,8335,7697,5936,4137,3111,2657,2182,1569,994,916
"674",74,"Suppression",12610,16781,17859,14583,10616,8307,7779,6979,5417,3822,2898,2388,1848,1408,942,843
"675",75,"Suppression",11475,15330,16164,13200,9448,7644,6971,6380,5119,3352,2709,2267,1740,1301,887,749
"676",76,"Suppression",10607,14044,14718,12309,8750,6927,6470,5749,4555,3178,2364,2018,1560,1222,749,766
"677",77,"Suppression",9838,12835,13615,11086,8049,6550,5979,5366,4177,2856,2203,1784,1334,1016,718,664
"678",78,"Suppression",8743,11791,12245,10026,7332,5739,5528,4805,3785,2612,1991,1683,1327,1006,656,581
"679",79,"Suppression",8125,10509,11098,9289,6868,5206,4898,4488,3472,2347,1859,1491,1229,797,622,590
"680",80,"Suppression",7572,9485,10307,8482,6132,4806,4519,4098,3165,2213,1625,1383,1106,774,563,450
"681",81,"Suppression",6658,8866,9255,7597,5643,4344,4061,3527,2828,1967,1527,1164,986,659,459,435
"682",82,"Suppression",6130,7961,8211,6813,5023,4078,3673,3333,2676,1736,1361,1169,866,664,473,389
"683",83,"Suppression",5697,7161,7614,6225,4737,3721,3388,3049,2323,1640,1214,1002,766,584,391,374
"684",84,"Suppression",5145,6747,6781,5659,4177,3326,2978,2889,2134,1498,1091,934,692,543,392,309
"685",85,"Suppression",4683,5932,6320,5157,3838,2995,2720,2506,1981,1412,1080,913,676,479,333,289
"686",86,"Suppression",4332,5506,5738,4849,3387,2699,2562,2296,1766,1185,898,726,631,427,291,258
"687",87,"Suppression",3927,5022,5213,4316,3222,2509,2257,2161,1634,1106,861,707,578,426,269,258
"688",88,"Suppression",3507,4476,4754,3815,2847,2240,1981,1893,1444,1015,780,666,518,357,258,225
"689",89,"Suppression",3268,4133,4360,3605,2642,1992,1905,1737,1329,899,710,547,444,308,230,193
"690",90,"Suppression",2867,3669,3742,3225,2301,1898,1772,1592,1199,897,679,516,393,295,198,183
"691",91,"Suppression",2710,3477,3509,2917,2211,1674,1517,1469,1122,827,565,435,337,296,185,171
"692",92,"Suppression",2394,3075,3207,2525,1930,1558,1347,1298,1072,711,503,439,338,252,156,164
"693",93,"Suppression",2174,2773,2926,2364,1722,1413,1302,1156,917,627,498,367,320,246,131,141
"694",94,"Suppression",2047,2516,2530,2086,1605,1273,1165,982,794,582,415,345,251,202,144,129
"695",95,"Suppression",1771,2354,2395,1984,1424,1163,1097,960,737,495,409,368,273,191,119,106
"696",96,"Suppression",1583,2218,2160,1844,1353,1032,986,797,685,457,361,307,222,172,110,89
"697",97,"Suppression",1477,1892,1895,1632,1218,935,925,822,656,412,352,249,201,149,100,103
"698",98,"Suppression",1401,1767,1781,1464,1080,879,808,706,560,421,302,249,194,123,87,76
"699",99,"Suppression",1230,1564,1654,1389,985,841,680,625,521,358,269,224,163,115,91,84
"700",100,"Suppression",1137,1464,1444,1217,950,733,677,577,445,290,217,200,167,112,69,80
"701",101,"Suppression",1003,1346,1329,1143,836,656,635,506,409,278,201,169,153,102,69,59
"702",102,"Suppression",938,1185,1216,1008,706,604,531,480,383,248,235,148,117,102,59,47
"703",103,"Suppression",845,1044,1074,916,697,555,505,432,337,245,173,161,88,82,53,43
"704",104,"Suppression",795,965,965,906,612,478,445,390,310,221,182,129,113,79,55,58
"705",105,"Suppression",674,934,914,744,585,434,387,370,245,195,159,132,93,76,48,44
"706",106,"Suppression",638,798,842,659,522,419,358,316,264,198,146,90,108,60,50,41
"707",107,"Suppression",531,721,767,577,435,337,318,305,234,169,122,97,80,48,36,26
"708",108,"Suppression",541,629,678,531,396,336,286,305,219,146,113,79,83,46,20,26
"709",109,"Suppression",475,624,568,520,361,317,259,255,187,140,90,90,71,40,22,29
"710",110,"Suppression",440,510,522,459,302,288,254,210,198,120,83,85,70,44,24,34
"711",111,"Suppression",387,447,497,406,288,241,219,221,148,123,86,74,57,46,24,30
"712",112,"Suppression",336,473,436,400,282,183,228,174,142,99,97,53,52,37,21,19
"713",113,"Suppression",338,385,409,385,259,201,187,161,123,68,69,56,41,30,21,19
"714",114,"Suppression",305,377,367,336,213,178,153,157,111,85,63,46,35,31,19,18
"715",115,"Suppression",262,308,325,273,195,157,131,132,106,82,57,53,33,27,27,17
"716",116,"Suppression",238,306,290,231,189,150,139,125,87,67,37,45,30,24,11,16
"717",117,"Suppression",212,270,283,246,195,138,146,103,102,70,52,34,37,16,16,13
"718",118,"Suppression",199,266,271,203,149,96,108,102,76,62,36,29,16,18,7,13
"719",119,"Suppression",185,223,214,180,153,114,107,83,75,41,38,31,29,17,16,17
"720",120,"Suppression",162,198,220,195,109,117,82,85,82,36,35,29,20,18,17,13
"721",121,"Suppression",144,158,222,147,111,87,94,73,60,40,36,22,24,22,8,10
"722",122,"Suppression",124,168,178,143,120,85,77,65,54,39,33,15,14,8,15,10
"723",123,"Suppression",118,162,164,129,114,65,68,58,47,25,18,15,8,6,6,6
"724",124,"Suppression",115,142,135,107,96,75,64,60,49,36,21,12,11,8,7,7
"725",125,"Suppression",89,136,132,98,94,59,74,56,41,34,27,13,14,14,6,6
"726",126,"Suppression",97,105,124,95,67,52,57,50,47,27,13,16,11,11,3,7
"727",127,"Suppression",91,87,94,87,59,47,51,33,28,25,15,9,9,7,2,3
"728",128,"Suppression",67,110,97,93,63,40,43,33,32,14,23,16,10,4,6,5
"729",129,"Suppression",59,79,89,91,48,40,54,33,22,21,15,13,9,8,3,3
"730",130,"Suppression",66,68,97,66,53,35,35,41,25,18,7,18,14,5,1,1
"731",131,"Suppression",45,67,73,68,41,46,43,27,22,19,15,15,7,8,7,4
"732",132,"Suppression",47,64,63,61,40,28,21,31,15,16,12,14,3,8,2,4
"733",133,"Suppression",44,57,61,44,35,37,32,21,24,12,9,12,4,7,7,1
"734",134,"Suppression",52,50,68,40,39,28,24,20,21,8,4,3,7,4,3,1
"735",135,"Suppression",27,41,55,38,26,21,26,25,19,9,6,4,5,1,2,0
"736",136,"Suppression",34,47,49,37,17,17,13,18,12,13,4,4,4,5,2,2
"737",137,"Suppression",32,33,32,42,38,24,14,12,11,8,5,3,1,5,2,0
"738",138,"Suppression",17,41,37,36,21,18,13,15,13,11,3,2,0,7,1,2
"739",139,"Suppression",25,31,36,29,21,15,14,10,13,6,3,5,7,2,4,1
"740",140,"Suppression",28,18,28,20,18,14,16,15,14,3,1,6,5,3,2,2
"741",141,"Suppression",20,31,19,24,15,18,10,6,7,3,4,3,2,4,2,1
"742",142,"Suppression",20,24,24,21,16,11,5,10,9,6,5,4,0,3,0,0
"743",143,"Suppression",16,27,19,19,14,9,9,11,5,5,4,2,3,2,2,0
"744",144,"Suppression",15,14,17,17,8,7,7,11,3,5,8,3,1,1,0,1
"745",145,"Suppression",8,22,12,16,12,6,12,7,5,4,4,1,3,0,2,1
"746",146,"Suppression",4,21,13,14,10,6,15,6,7,5,1,3,2,2,0,0
"747",147,"Suppression",14,11,10,14,12,7,4,7,9,2,2,1,2,0,0,1
"748",148,"Suppression",9,15,11,11,12,8,3,4,7,1,1,4,1,0,1,3
"749",149,"Suppression",6,17,14,9,9,7,4,5,4,2,2,0,2,2,0,1
"750",150,"Suppression",9,10,17,7,10,2,9,3,2,6,0,3,1,1,0,0
"751",151,"Suppression",7,10,8,10,5,4,2,2,4,1,1,1,0,1,0,1
"752",152,"Suppression",6,9,7,6,2,1,2,3,2,1,1,0,1,1,1,1
"753",153,"Suppression",3,11,12,11,7,4,3,4,3,2,1,1,1,0,1,0
"754",154,"Suppression",5,7,10,5,9,3,5,1,2,0,2,1,1,0,0,0
"755",155,"Suppression",4,12,3,9,5,2,2,2,4,1,3,1,0,0,0,0
"756",156,"Suppression",3,11,2,4,2,6,2,3,2,1,0,0,2,0,0,0
"757",157,"Suppression",3,5,6,5,4,3,2,1,1,0,0,0,1,1,0,0
"758",158,"Suppression",5,3,3,6,2,2,0,1,1,0,2,0,1,0,2,1
"759",159,"Suppression",3,5,5,2,5,2,4,3,3,0,1,1,0,0,0,0
"760",160,"Suppression",4,2,8,3,0,1,1,2,1,0,1,0,0,0,0,1
"761",161,"Suppression",2,3,4,4,4,5,1,3,1,0,3,0,0,0,0,1
"762",162,"Suppression",0,5,5,4,1,0,5,3,0,0,0,0,1,0,1,0
"763",163,"Suppression",2,3,1,1,3,1,3,0,2,2,0,0,0,0,0,0
"764",164,"Suppression",3,3,6,6,1,1,1,1,1,0,0,0,0,0,0,0
"765",165,"Suppression",0,3,1,2,1,0,1,1,1,0,3,3,0,1,0,0
"766",166,"Suppression",2,4,4,4,1,2,5,1,0,0,0,0,1,1,0,0
"767",167,"Suppression",4,4,3,2,4,4,0,1,1,1,0,0,0,0,0,1
"768",168,"Suppression",1,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0
"769",169,"Suppression",3,0,1,4,1,2,1,0,0,1,1,0,0,0,0,0
"770",170,"Suppression",1,1,2,3,0,0,0,3,1,0,0,0,0,0,1,0
"771",171,"Suppression",1,2,0,6,0,0,0,1,0,0,2,0,0,0,0,0
"772",172,"Suppression",1,3,2,4,2,0,1,0,1,0,0,0,0,0,0,0
"773",173,"Suppression",0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"774",174,"Suppression",0,3,1,3,0,0,1,1,2,1,0,1,0,0,0,0
"775",175,"Suppression",1,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0
"776",176,"Suppression",2,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0
"777",177,"Suppression",0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"778",178,"Suppression",0,4,0,0,1,1,1,0,0,0,0,1,0,0,0,0
"779",179,"Suppression",2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"780",180,"Suppression",1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0
"781",181,"Suppression",0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1
"782",182,"Suppression",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"783",183,"Suppression",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784",184,"Suppression",0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0
"785",185,"Suppression",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"786",186,"Suppression",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"787",187,"Suppression",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"788",188,"Suppression",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"789",189,"Suppression",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"790",190,"Suppression",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"791",191,"Suppression",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"792",192,"Suppression",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793",193,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"794",194,"Suppression",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"795",195,"Suppression",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"796",196,"Suppression",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"797",197,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"798",198,"Suppression",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"799",199,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"800",200,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"801",201,"Suppression",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"802",202,"Suppression",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"803",203,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"804",204,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"805",205,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"806",206,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"807",207,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"808",208,"Suppression",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"809",209,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"810",210,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"811",211,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"812",212,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813",213,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814",214,"Suppression",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815",215,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"816",216,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"817",217,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"818",218,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"819",219,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"820",220,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821",221,"Suppression",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"822",222,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"823",223,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"824",224,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"825",225,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"826",226,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"827",227,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"828",228,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"829",229,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"830",230,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"831",231,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"832",232,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833",233,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"834",234,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"835",235,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"836",236,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"837",237,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"838",238,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"839",239,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"840",240,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"841",241,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"842",242,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"843",243,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"844",244,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"845",245,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"846",246,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"847",247,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"848",248,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"849",249,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"850",250,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"851",251,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"852",252,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"853",253,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"854",254,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"855",255,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856",256,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"857",257,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"858",258,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"859",259,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"860",260,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"861",261,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"862",262,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"863",263,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"864",264,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"865",265,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"866",266,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"867",267,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"868",268,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"869",269,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"870",270,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"871",271,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"872",272,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873",273,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"874",274,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"875",275,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"876",276,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"877",277,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"878",278,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"879",279,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"880",280,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"881",281,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882",282,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"883",283,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"884",284,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"885",285,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886",286,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"887",287,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"888",288,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"889",289,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"890",290,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"891",291,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"892",292,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"893",293,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"894",294,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895",295,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"896",296,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"897",297,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"898",298,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"899",299,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900",300,"Suppression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
