Country,R0,Strategy,Social_distance,total_pop,total_infected,total_deaths,total_hospital,total_critical,pop_0_5,pop_5_10,pop_10_15,pop_15_20,pop_20_25,pop_25_30,pop_30_35,pop_35_40,pop_40_45,pop_45_50,pop_50_55,pop_55_60,pop_60_65,pop_65_70,pop_70_75,pop_75_80,pop_80_200,infected_0_5,infected_5_10,infected_10_15,infected_15_20,infected_20_25,infected_25_30,infected_30_35,infected_35_40,infected_40_45,infected_45_50,infected_50_55,infected_55_60,infected_60_65,infected_65_70,infected_70_75,infected_75_80,infected_80_200,deaths_0_5,deaths_5_10,deaths_10_15,deaths_15_20,deaths_20_25,deaths_25_30,deaths_30_35,deaths_35_40,deaths_40_45,deaths_45_50,deaths_50_55,deaths_55_60,deaths_60_65,deaths_65_70,deaths_70_75,deaths_75_80,deaths_80_200,hospitalisations_0_5,hospitalisations_5_10,hospitalisations_10_15,hospitalisations_15_20,hospitalisations_20_25,hospitalisations_25_30,hospitalisations_30_35,hospitalisations_35_40,hospitalisations_40_45,hospitalisations_45_50,hospitalisations_50_55,hospitalisations_55_60,hospitalisations_60_65,hospitalisations_65_70,hospitalisations_70_75,hospitalisations_75_80,hospitalisations_80_200,critical_0_5,critical_5_10,critical_10_15,critical_15_20,critical_20_25,critical_25_30,critical_30_35,critical_35_40,critical_40_45,critical_45_50,critical_50_55,critical_55_60,critical_60_65,critical_65_70,critical_70_75,critical_75_80,critical_80_200,,,,,,,,,,,,,,,,,,,,
Italy,3,Enhanced social distancing of elderly,0.399997192,60461.828,30641.68828,223.8066258,1216.320119,296.6770194,2324.694,2670.301,2857.357,2876.091,2942.506,3160.93,3365.512,3632.922,4188.984,4833.02,4908.246,4658.946,3953.567,3531.295,3391.798,2637.11,4528.549,1166.719091,1785.397978,2330.652473,2471.692204,1825.993103,1948.441398,2019.704361,2278.865831,2659.176662,2672.844936,2761.305068,2237.748418,1775.080163,852.4839179,721.5421026,417.3502715,716.6902991,0.032892961,0.042893294,0.103401495,0.22422203,0.369842121,0.759539477,1.242172714,2.135864721,3.46865397,5.806918667,12.45989208,18.26688132,30.4430455,23.09220713,30.67596204,25.64676515,69.03547114,0.868263014,1.132238694,2.729448087,5.918696851,9.76255709,20.04923791,32.78910049,53.20962341,76.96886596,103.1906367,159.423614,162.062518,180.3525077,99.72341016,105.4166258,73.7185208,129.0042538,0.043606653,0.056864436,0.137081282,0.297547949,0.491254132,1.006931411,1.646767483,2.831547794,4.598443944,7.698320083,16.51825895,24.22262397,40.32485385,30.61368254,40.66757908,34.00029737,91.52135844,,,,,,,,,,,,,,,,,,,,
Jamaica,3,Enhanced social distancing of elderly,0.414617531,2961.161,1607.717193,6.401998102,39.30816672,8.490327391,230.823,233.966,226.882,239.718,261.17,254.326,232.494,210.889,178.572,178.858,171.265,149.268,124.125,90.416,70.719,48.802,58.868,134.4630906,181.1597759,187.688688,179.154845,126.0786635,121.1960948,109.1403075,120.5362485,88.35899378,87.93151533,81.28882382,59.79451967,52.36062022,28.04326424,20.27090145,13.71135419,16.53948606,0.003790878,0.004352273,0.008326978,0.016252211,0.025536351,0.04724454,0.067124236,0.112972478,0.115256267,0.191036581,0.366801186,0.488106431,0.897997046,0.75963998,0.861806125,0.84258213,1.593172412,0.100066356,0.11488537,0.219803912,0.429002938,0.674071632,1.247093877,1.771849673,2.814421237,2.557517764,3.394775705,4.693200407,4.330446776,5.319967717,3.280495835,2.961559729,2.421900303,2.97710749,0.005025615,0.005769895,0.011039218,0.021551089,0.033825388,0.062632705,0.088987632,0.149769288,0.152796932,0.253260207,0.486273324,0.647090374,1.191663523,1.009016817,1.142509175,1.1170237,2.11209251,,,,,,,,,,,,,,,,,,,,
Japan,3,Enhanced social distancing of elderly,0.416574119,126476.458,60683.93677,452.1499257,2326.456948,599.3999463,4778.481,5401.488,5564.526,5702.645,5996.877,6150.448,6789.745,7665.671,8468.421,10004.654,8658.611,7882.904,7496.122,8379.113,9127.318,7058.057,11351.377,2985.124088,4490.258645,4397.496269,4106.896832,3559.949774,3307.620673,4826.250645,5408.467982,5595.46137,5615.747705,4329.036137,3406.123435,3024.540725,1425.717252,1603.163818,997.6210532,1604.46036,0.084158708,0.107876219,0.19509888,0.372561253,0.721042907,1.289373383,2.968274456,5.069081208,7.298770171,12.20055445,19.53399634,27.80440019,51.87159025,38.62003423,68.15761997,61.30522635,154.5502667,2.221505465,2.847569364,5.149947458,9.834346406,19.03304719,34.03503635,78.35226803,126.2832329,161.9585199,216.8074075,249.9363776,246.6787313,307.300772,166.780139,234.2207333,176.2144496,288.8028649,0.111570313,0.143013713,0.258645785,0.493910296,0.95683949,1.712650332,3.935087033,6.72015639,9.676087114,16.17445408,25.89651005,36.86069378,68.78383481,51.15609076,90.35756966,81.27325271,204.88958,,,,,,,,,,,,,,,,,,,,
Jordan,3,Enhanced social distancing of elderly,0.437435906,10203.14,6135.669603,18.36110449,138.6328526,24.35038431,1058.122,1154.441,1139.559,1040.294,940.151,862.385,777.482,713.126,606.717,534.628,433.223,322.368,217.239,149.039,111.528,79.223,63.615,231.7134057,566.7973266,761.3664606,737.7607064,560.0037223,516.7351182,547.0317676,510.893765,431.4431699,391.2303891,292.2561949,243.1617166,135.3001165,84.12160697,54.95126242,39.32523865,31.577636,0.006532627,0.013617022,0.033778708,0.0669267,0.113424834,0.201433167,0.336439307,0.47883467,0.562778354,0.849971885,1.318753473,1.984944412,2.320429064,2.278698203,2.336222424,2.4165916,3.04172804,0.172439263,0.359443593,0.891643114,1.766636623,2.994024621,5.317144942,8.880844122,11.92894486,12.4879599,15.10424806,16.87337605,17.61029067,13.7468244,9.840529936,8.028328005,6.946199923,5.68397448,0.008660389,0.018052351,0.044781031,0.088725687,0.150405673,0.266817977,0.446022761,0.634798245,0.746083473,1.126820635,1.748291934,2.631467733,3.07622961,3.023886854,3.103164321,3.203711459,4.032464173,,,,,,,,,,,,,,,,,,,,
Kazakhstan,3,Enhanced social distancing of elderly,0.433122837,18776.707,11105.87074,37.48608342,269.8881384,49.69394832,1920.184,1947.826,1604.307,1116.616,1100.046,1473.146,1657.57,1335.925,1183.701,1102.72,977.68,1061.761,811.338,627.571,319.982,232.523,303.811,945.8938422,1499.648099,1185.713599,788.0246891,611.0212613,691.2178133,1089.578796,952.4830307,828.8506612,697.7246717,559.8168731,476.4622999,375.5462171,157.5274886,113.2828115,57.69507856,75.38350835,0.026667301,0.036028296,0.052605251,0.071486448,0.123758079,0.269449837,0.670120378,0.892713768,1.081160262,1.51584941,2.526072873,3.889391772,6.440706628,4.267127294,4.81615586,3.545444274,7.26134569,0.70392663,0.951025836,1.388599867,1.886998404,3.266786679,7.112551808,17.68888029,22.23968725,23.99076991,26.9370857,32.32095943,34.50641701,38.15641875,18.42753631,16.55051273,10.19095024,13.5690315,0.03535319,0.047763429,0.069739744,0.09477055,0.164067763,0.357565874,0.89010979,1.183483898,1.433310007,2.009584556,3.348851237,5.156224455,8.538538363,5.658383913,6.379479151,4.700248301,9.626474097,,,,,,,,,,,,,,,,,,,,
Kenya,3,Enhanced social distancing of elderly,0.439984369,53771.3,34543.84203,73.33064091,577.7841047,97.24849041,7044.364,6969.546,6736.223,6010.656,5236.593,4357.681,4022.692,3447.454,2759.45,2143.595,1604.073,1201.53,888.215,630.611,381.067,193.272,144.278,3467.633406,4575.138981,4981.876788,4216.972248,3228.3468,2600.556834,2576.524831,2352.45606,1833.444558,1306.85588,1010.797987,832.4093757,658.6121773,417.9351327,269.4635126,122.9986648,91.81879089,0.097761948,0.109915426,0.221025447,0.382546854,0.653879046,1.013746465,1.584632337,2.20483709,2.391561582,2.839224117,4.561043972,6.795010175,11.29535493,11.32108706,11.45609169,7.558442115,8.844480658,2.58058504,2.901397587,5.834320743,10.09793223,17.26015278,26.75943076,41.82886032,54.92789411,53.06836151,50.45383984,58.35829946,60.28486418,66.91661608,48.88997408,39.36836698,21.72582659,16.52738236,0.1296043,0.145717066,0.293017241,0.50714803,0.866855444,1.34426712,2.099004506,2.9229853,3.170528228,3.764002081,6.046644097,9.008250076,14.97440671,15.00854429,15.20250666,10.03974979,11.72525948,,,,,,,,,,,,,,,,,,,,
Kiribati,3,Enhanced social distancing of elderly,0.418275592,119.446,70.07788869,0.213931183,1.609160235,0.283608607,15.16,14.303,13.438,10.194,10.897,9.627,9.061,7.543,6.24,4.933,5.432,4.556,3.028,2.113,1.462,0.868,0.591,3.223098273,6.99729261,8.91607552,7.403390715,6.496068826,5.829578404,6.356393065,5.521418142,4.556203465,3.817457351,3.54358351,3.196401835,1.748258769,1.060787059,0.659680224,0.447505417,0.304695509,9.09E-05,0.000168106,0.00039557,0.000671606,0.001315733,0.00227248,0.003909353,0.005174944,0.005943153,0.008293659,0.015989783,0.02609243,0.029983052,0.028734753,0.028045939,0.027499842,0.029349913,0.002398604,0.004437445,0.010441696,0.017728108,0.034730823,0.059985691,0.103193524,0.128920525,0.131877592,0.147380736,0.204588365,0.231490245,0.177627388,0.124090673,0.096378663,0.079044965,0.054845192,0.000120465,0.000222862,0.000524414,0.000890358,0.001744283,0.003012659,0.005187807,0.006873789,0.007878925,0.010995029,0.021197893,0.034591109,0.039748982,0.038094078,0.037190052,0.036426286,0.038909616,,,,,,,,,,,,,,,,,,,,
Kuwait,3,Enhanced social distancing of elderly,0.432534986,4270.563,2648.42061,8.931422534,78.36842952,11.84334777,289.689,318.637,308.23,224.996,207.094,237.788,366.397,512.159,514.762,450.607,347.201,214.098,149.263,71,32.152,16.398,10.092,71.80778771,173.3311229,220.343229,172.4468338,143.1408905,166.1672056,258.5970947,321.1179667,308.6195718,287.7939701,205.5217334,148.2660421,84.51340108,42.3469686,22.80490156,13.37213307,8.229757712,0.002024455,0.004164194,0.009775726,0.015643687,0.028992185,0.064775134,0.159044195,0.300967493,0.402566147,0.625249956,0.927379828,1.210305042,1.449424858,1.147100783,0.969537733,0.821736512,0.792734605,0.053438781,0.109920705,0.258045939,0.412939981,0.765293753,1.709841437,4.198221428,7.497837675,8.932877156,11.11087389,11.86577241,10.73774332,8.586769284,4.95374051,3.331774773,2.361982098,1.481356388,0.002683847,0.005520554,0.012959853,0.02073906,0.038435308,0.085873218,0.210899134,0.398661486,0.533687835,0.828903302,1.22944114,1.604519411,1.921525136,1.52072718,1.285331501,1.090463966,1.052975842,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,3,Enhanced social distancing of elderly,0.435511608,6524.191,3935.488914,10.64641145,82.5729123,14.11350558,760.255,769.195,600.626,500.075,514.389,568.551,572.187,442.518,361.459,324.976,295.973,285.462,220.069,143.755,78.619,32.595,53.487,358.9947036,581.3986309,439.1401437,337.2164075,256.4792223,255.5214711,375.8039256,319.5617859,261.0306406,215.874248,176.8531496,137.4301353,109.9960296,44.79339487,33.85688247,11.94193638,19.59620651,0.01012103,0.013967811,0.019482848,0.030590924,0.051948071,0.099607124,0.231129561,0.299508964,0.340490717,0.468999972,0.798018004,1.121850852,1.886457977,1.21336993,1.439406568,0.7338489,1.887612196,0.267160986,0.368703244,0.514280975,0.807496049,1.371250004,2.629286553,6.101027914,7.461502145,7.555433484,8.334266159,10.21059519,9.95298381,11.17586698,5.239923,4.946458839,2.109359801,3.527317172,0.013417582,0.018517404,0.025828753,0.040554841,0.068868248,0.132050347,0.306412231,0.397455533,0.452267925,0.621760329,1.057944314,1.487254356,2.500904701,1.60858266,1.908242132,0.973113432,2.500330794,,,,,,,,,,,,,,,,,,,,
Lao PDR,3,Enhanced social distancing of elderly,0.436885897,7275.556,4338.27274,13.24654733,99.82796434,17.56346281,796.887,769.855,757.599,708.652,691.999,670.626,590.926,495.603,416.557,356.127,288.932,237.645,184.27,133.701,84.637,51.527,40.013,171.0767096,378.4587369,508.812547,503.3873885,410.8813849,393.4219483,410.0136471,357.992777,299.1644526,265.8051261,199.6197085,177.8402729,106.5916117,67.31088638,40.15804295,26.87098659,20.86651244,0.004823114,0.009092282,0.022573927,0.04566529,0.083221148,0.15336335,0.252169463,0.335528372,0.390232804,0.577477851,0.900748003,1.451721351,1.828071403,1.823326983,1.707296908,1.651260175,2.009974907,0.127313919,0.240005663,0.595874953,1.205407917,2.196751439,4.048266605,6.656409194,8.35883385,8.659202295,10.26194967,11.52501972,12.87957225,10.82996975,7.874014969,5.867052488,4.746347419,3.755972239,0.006406452,0.012053818,0.029926653,0.060539152,0.110327291,0.203315812,0.334304838,0.444924229,0.516902214,0.765571095,1.194134993,1.924568378,2.423501707,2.417212955,2.263386807,2.189101786,2.667284634,,,,,,,,,,,,,,,,,,,,
Latvia,3,Enhanced social distancing of elderly,0.419893506,1886.202,966.710665,5.779745098,33.43835238,7.663377613,114.02,93.749,102.172,86.552,69.531,118.692,142.259,120.963,120.748,133.139,119.177,145.065,129.931,120.213,74.721,87.983,107.287,62.58592511,77.35441705,79.06587662,62.81988345,45.01621735,58.56582208,94.96590474,85.62919644,81.91634149,77.98853741,62.41897411,59.75455021,51.03131996,21.25083522,16.70396677,13.35622985,16.28666711,0.001764466,0.001858401,0.003507829,0.005698769,0.00911772,0.02283007,0.058406595,0.080255879,0.106852413,0.169434855,0.281654385,0.487780158,0.875199232,0.575645684,0.710159877,0.820759237,1.568819529,0.046575945,0.049055541,0.09259476,0.150428053,0.24067637,0.602635574,1.541733857,1.999370579,2.371037622,3.010906739,3.603751917,4.327552102,5.184907542,2.485918751,2.440433911,2.359173039,2.93160008,0.002337209,0.002463719,0.00465039,0.007554941,0.012087477,0.030266138,0.07743045,0.106396487,0.141795675,0.225057459,0.373393391,0.646657374,1.160264747,0.763141815,0.941469555,1.088092439,2.080318344,,,,,,,,,,,,,,,,,,,,
Lebanon,3,Enhanced social distancing of elderly,0.43374908,6825.442,4148.866323,17.26651342,116.5104416,22.88991616,566.127,586.03,558.896,576.101,593.172,583.402,522.019,487.627,453.018,409.725,390.373,334.405,249.291,198.476,131.481,80.092,105.207,131.5209135,308.1747941,399.1326811,422.4527606,367.4223772,360.2477662,376.448499,355.7788868,319.5223159,297.0841919,247.5502694,225.6455858,130.7755095,85.22933243,53.08065044,29.73741201,39.06237708,0.00370793,0.007403745,0.017707881,0.038323225,0.074418831,0.140431424,0.231525991,0.333453406,0.416787785,0.645433529,1.117026032,1.841959133,2.242830982,2.30870443,2.256694394,1.827406076,3.762698628,0.097876812,0.195433976,0.467427875,1.011602423,1.964400592,3.706908086,6.111492307,8.307141355,9.248452974,11.46954188,14.29228485,16.34173508,13.28711322,9.970111455,7.755033345,5.25265748,7.031227874,0.004920505,0.009834305,0.023475649,0.050805664,0.098657988,0.186171719,0.306937583,0.44206401,0.552677413,0.854941273,1.480857972,2.441912469,2.973354356,3.060684052,2.991734837,2.422617242,4.988269125,,,,,,,,,,,,,,,,,,,,
Lesotho,3,Enhanced social distancing of elderly,0.435689439,2142.252,1370.101697,4.283274275,28.63893085,5.679078125,253.513,225.235,211.871,216.95,203.923,191.269,174.746,152.535,119.473,90.778,74.699,66.072,55.17,41.643,29.688,18.621,16.066,129.5176431,155.4820953,164.6526001,156.228051,127.0225308,111.6188909,110.0412836,101.9196607,78.22685579,54.75043609,45.34935663,42.12552416,36.44610669,23.40534614,16.87090253,8.827844085,7.616569629,0.003651452,0.00373538,0.007304961,0.014172384,0.025727524,0.043511164,0.067678361,0.0955241,0.102039815,0.118948662,0.204630809,0.343873308,0.625059367,0.634007387,0.717257058,0.542483519,0.733669025,0.096385994,0.098601458,0.192826142,0.374102597,0.679117959,1.148545551,1.786476663,2.379739382,2.264246849,2.113752386,2.618239617,3.050820398,3.703014024,2.737953039,2.464823068,1.559303185,1.370982533,0.004841967,0.004947902,0.009684315,0.018788538,0.034107302,0.057683324,0.089722289,0.126637603,0.135275773,0.157847735,0.271807599,0.455877922,0.828650534,0.840513081,0.95087805,0.719178525,0.972635664,,,,,,,,,,,,,,,,,,,,
Liberia,3,Enhanced social distancing of elderly,0.439172194,5057.677,3235.955807,7.913453513,57.13386672,10.49064036,740.493,678.323,623.08,551.945,463.072,377.781,334.305,295.503,245.405,198.791,158.075,125.753,97.312,71.158,45.007,31.448,20.226,351.9850086,441.9910588,463.3198133,389.6936939,290.1811773,230.918772,221.0114576,206.1952375,165.1142764,121.6436733,98.31686158,84.55201758,69.19052544,44.32787013,29.49877304,17.04985669,10.96573395,0.009923408,0.010618614,0.020555601,0.035351453,0.058774166,0.090016525,0.135928014,0.19325628,0.215376548,0.264278301,0.443637141,0.690203446,1.18663391,1.200759729,1.254123964,1.047737836,1.056278578,0.261944428,0.280295702,0.542598003,0.933157792,1.551435383,2.376127608,3.588033494,4.814487446,4.779170482,4.696302405,5.676312107,6.123437632,7.029927455,5.185466003,4.309743131,3.011595536,1.973832111,0.013155601,0.014091207,0.02730371,0.046865942,0.077917654,0.119336092,0.180201802,0.256202737,0.285527761,0.350443802,0.587641659,0.915012911,1.573138279,1.591864975,1.662610908,1.389002377,1.400322942,,,,,,,,,,,,,,,,,,,,
Libya,3,Enhanced social distancing of elderly,0.436904295,6871.287,4233.774451,14.28995502,108.3529938,18.94967497,623.998,661.423,623.749,561.995,542.181,553.235,585.24,578.228,564.55,484.65,371.907,245.247,163.904,120.355,79.791,59.135,51.699,144.8971459,342.3999559,435.4373507,411.8371829,339.358549,346.0451789,411.2238389,401.387459,373.653342,336.6988892,241.1237681,184.3218557,102.8319409,66.17250714,41.76655712,29.14169314,25.47723672,0.004085042,0.008225988,0.01931857,0.037360222,0.068734699,0.134894986,0.252913764,0.376199995,0.487396782,0.731498875,1.088027601,1.50463092,1.763592158,1.792490402,1.775681996,1.790798308,2.454104712,0.107831297,0.21713841,0.5099446,0.986182435,1.814359102,3.560765096,6.676056179,9.372063615,10.81525512,12.99894816,13.92125157,13.34898232,10.44797796,7.740847577,6.102054902,5.147432884,4.58590261,0.005415592,0.010908034,0.025589427,0.049528997,0.091122457,0.17883204,0.335291691,0.498734181,0.646148457,0.969759785,1.443838517,1.998575419,2.338020394,2.376331227,2.354048166,2.374087274,3.253443314,,,,,,,,,,,,,,,,,,,,
Lithuania,3,Enhanced social distancing of elderly,0.419328886,2722.291,1379.645613,8.497078944,48.44508038,11.26401091,145.118,155.557,120.68,122.161,133.645,183.233,186.363,151.202,161.179,194.73,184.854,235.704,186.583,166.228,108.457,114.826,171.771,82.49140213,125.6467847,95.83208068,88.66949205,78.38614741,88.27948512,127.2677021,110.6724399,111.0800237,113.0725938,93.48844477,94.29415965,73.32830623,29.74998546,23.79446907,17.46531204,26.12678413,0.002325655,0.003018601,0.004251677,0.008043742,0.015876565,0.034413021,0.078273073,0.103727634,0.144893783,0.245657108,0.421849779,0.769729166,1.257597831,0.80587189,1.011608647,1.073268156,2.516672619,0.061389442,0.079680919,0.112229812,0.212327345,0.419086599,0.90838575,2.066140746,2.584109503,3.215169408,4.365398379,5.397544047,6.82898436,7.450336154,3.480147766,3.47634966,3.08497935,4.702821144,0.003083149,0.004001822,0.005642088,0.010684364,0.021047763,0.045621792,0.103767823,0.137513224,0.19208782,0.325671239,0.5593899,1.019583048,1.667216194,1.068356363,1.341104563,1.422847699,3.336392055,,,,,,,,,,,,,,,,,,,,
Luxembourg,3,Enhanced social distancing of elderly,0.427218737,625.976,350.0069344,1.683345925,11.05002474,2.232437323,33.249,32.657,31.481,34.42,39.835,45.698,49.138,49.178,46.555,48.045,48.183,42.673,34.781,27.342,22.223,15.65,24.868,14.8220371,23.39398322,24.65509082,27.64848035,24.21297359,29.40770672,33.82555199,31.26621818,32.48531592,29.65401525,26.85322745,18.98360185,13.630017,7.437587909,4.408949972,2.828176878,4.494000166,0.000417873,0.000562029,0.001093845,0.00250816,0.004904168,0.011463683,0.020803628,0.029304232,0.042374138,0.064425157,0.121170355,0.154964338,0.233758022,0.201470452,0.187444061,0.173795474,0.43288631,0.011030441,0.014835669,0.028873799,0.066206858,0.129453138,0.30260192,0.549144442,0.730040212,0.940275222,1.144853812,1.550367838,1.374832976,1.38484323,0.87004765,0.644143464,0.499554044,0.80892003,0.00055398,0.000745092,0.001450486,0.003322307,0.006501518,0.015197554,0.027579688,0.038849059,0.056176045,0.085409324,0.160637452,0.205641357,0.310496797,0.267092373,0.248497381,0.230403265,0.573883646,,,,,,,,,,,,,,,,,,,,
Madagascar,3,Enhanced social distancing of elderly,0.439366175,27691.019,17657.97914,42.01550514,307.0758599,55.69571202,4109.427,3653.51,3330.79,3012.138,2675.744,2222.992,1829.738,1541.17,1314.071,1073.787,858.467,681.298,529.275,385.933,224.722,135.141,112.816,1941.902622,2385.033589,2485.253804,2124.93526,1650.840438,1328.351586,1208.040252,1086.761823,887.1259068,658.2385793,534.187624,458.6267832,376.3352023,240.6945815,151.6772238,76.28825795,63.68560325,0.054747478,0.057299239,0.110260522,0.192765627,0.334366175,0.517816687,0.742977372,1.018566432,1.157175017,1.430063466,2.410425499,3.743799325,6.454237911,6.519969484,6.448472989,4.688021475,6.134540443,1.445148396,1.512507211,2.910503097,5.0883551,8.826114396,13.66858506,19.61205511,25.37498548,25.67752492,25.41264448,30.84125783,33.21473081,38.23658159,28.15640738,22.15990043,13.47515005,11.46340858,0.072579488,0.075962666,0.146174421,0.255804556,0.444132119,0.686476348,0.984976537,1.350328748,1.534083392,1.89585681,3.19553591,4.964429434,8.549282643,8.643620545,8.548836542,6.214979678,8.132652179,,,,,,,,,,,,,,,,,,,,
Malawi,3,Enhanced social distancing of elderly,0.44003376,19129.955,12173.23908,25.57487065,190.883281,33.91911889,2923.943,2738.576,2561.842,2176.211,1838.717,1538.801,1292.429,993.594,806.787,629.954,481.315,364.833,277.622,202.626,152.766,91.476,58.463,1364.455811,1751.063751,1865.468928,1514.162537,1131.448497,914.4196581,844.777545,709.7790401,557.2608835,401.3747809,316.134954,262.4829983,211.804675,137.828664,102.9029749,53.61050312,34.26287599,0.038467693,0.042068431,0.082763208,0.137358769,0.229166973,0.356458157,0.519560999,0.665239696,0.726896112,0.872011195,1.426502075,2.142665251,3.632500375,3.733522698,4.374862867,3.294441329,3.300384823,1.015417099,1.110465095,2.18466745,3.625803011,6.049218109,9.409273124,13.71462891,16.57275076,16.12970619,15.49589302,18.25201331,19.00957914,21.5198756,16.12317148,15.03402832,9.469472669,6.167317678,0.05099711,0.055770955,0.109720612,0.18214328,0.303554013,0.472561241,0.688790009,0.881918117,0.963656893,1.156038988,1.891133217,2.840565029,4.820414735,4.959174459,5.799820657,4.367490018,4.375369555,,,,,,,,,,,,,,,,,,,,
